name,booth,homepage,categories,overview,partner_url
UHIFADHI,hall1 Booth B18-010,https://uhifadhi.com/,"Luxury, Fashion & Cosmetics, Data Management & CRM, Retail & E-commerce","Uhifadhi provides certified and traceable African textiles, sourced and enhanced with cultural narratives and blockchain technology, to help the luxury industry meet its CSR goals and address the increasing demand for transparency and social impact.",https://vivatechnology.com/partners/uhifadhi
URBANLOOP,hall1 Booth D17-016,https://www.urbanloop.fr,"Energy, Industry & Supply Chain, Mobility & Smart Cities","Urbanloop is a French company developping autonomous, emission-free, public transport system, easy to install and operate. 
Urbanloop is an innovative project, certified and already implemented in France.",https://vivatechnology.com/partners/urbanloop
V-biotech,hall1 Booth D37-013,,"Industry & Supply Chain, Luxury, Fashion & Cosmetics, Healthcare & Wellness","V.BIOTECH upcycles organic byproducts into active molecules and innovative materials, both through disruptive processes. The industrial model is based on green chemistry and the global need to find alternatives to fossil-derived plastics for both cosmetic",https://vivatechnology.com/partners/v-biotech
VERNE AM,hall1 Booth G50-026,https://verne.am/,"Deep Tech & Quantum Computing, Healthcare & Wellness, Space, Aeronautics & Defense","With the STROM powder-bed fusion 3D printer, Verne AM is democratizing the printing of high-performance polymers (PEEK, PEKK), designed to replace metal for the medical, aerospace/defense, automotive, oil and gas sectors.",https://vivatechnology.com/partners/verne-am
Verso Concept,hall1 Booth E59-027,http://ww.verso-vet.com,"Artificial Intelligence, Deep Tech & Quantum Computing, Healthcare & Wellness","Développer une plateforme digitale dédiée aux vétérinaires, permettant une analyse avancée de clichés radiologiques des animaux.  grâce à une technologie d’intelligence artificielle",https://vivatechnology.com/partners/verso-concept
Vianova,hall1 Booth J37-031,https://www.vianova.io/,"Artificial Intelligence, Mobility & Smart Cities, GovTech & Public sector","The Vianova platform transforms complex mobility data from 1M+ connected vehicles into actionable insights, enabling 150+ cities, operators, and enterprises to improve road safety, drive decarbonization, and shape the future of urban transport.",https://vivatechnology.com/partners/vianova
Videobot,hall1 Booth D09-011,https://www.videobot.com/,"Marketing & Advertising, Artificial Intelligence","Engagement like never before!

Modernize your customer journeys with interactive video experiences that captivate, convert, and inspire at every touchpoint. 

Videobot’s groundbreaking Video Experience Platform brings your brand into the video-centric era",https://vivatechnology.com/partners/videobot
Virtual Wander by Frezhman,hall1 Booth E56-002,https://virtual-wander.com,"Luxury, Fashion & Cosmetics, Marketing & Advertising, Retail & E-commerce","Frezhman is a creative agency specialising in visual merchandising, store design and interior design for the luxury and beauty industry in APAC. We're at Vivatech to present Virtual Wander, our concept for a 3D web experience.",https://vivatechnology.com/partners/virtual-wander-by-frezhman
Visionaries777,hall1 Booth F49-003,https://vz777.com,"Consulting & B2B services, Luxury, Fashion & Cosmetics, Artificial Intelligence",Leveraging CAD based digitial twins to train AI models that reduce training and marketing costs for luxury brands and retail locations,https://vivatechnology.com/partners/visionaries777
VOCAST,hall1 Booth B30-038,https://vocast.co,"Retail & E-commerce, Entertainment, Media & Creators Economy, Mobility & Smart Cities","Vocast is a voice platform that lets brands, venues, and creators share short audio messages via QR codes or web players — no app needed. Engage your audience with immersive, human, and memorable audio experiences.",https://vivatechnology.com/partners/vocast
Vulkam,hall1 Booth J49-007,,"Industry & Supply Chain, Space, Aeronautics & Defense, Robotics","Vulkam is a future world leader in metallurgy. Industrialisation of Vulkalloys, the Vulkam range of metals with its extraordinary properties will set a future standard in metallurgy and metal processing.",https://vivatechnology.com/partners/vulkam
WADI,hall1 Booth B30-036,https://wadi.fr/wadi-economie-d-eau-potable/,Climate Tech,"Wadi récupère l’eau issue des douches et lavabos, afin de lui donner une deuxième vie. Une fois nettoyée et désinfectée par notre système, elle remplace l’eau potable initialement utilisée pour tirer les chasses d’eau et arroser les jardins.",https://vivatechnology.com/partners/wadi
WANNABY,hall1 Booth E55-001,https://wanna.fashion/,"Artificial Intelligence, Luxury, Fashion & Cosmetics, Retail & E-commerce","WANNA (by Perfect Corp.) empowers fashion brands and retailers with highly realistic AR and 3D experiences to increase customer engagement and drive business outcomes. We provide immersive experiences for footwear, bags, clothes, scarves, and more.",https://vivatechnology.com/partners/wannaby
Wasoria,hall1 Booth H50-021,https://www.wasoria.fr,"Artificial Intelligence, Industry & Supply Chain, Robotics","Protection of waste sorting center against dangerous objects such as Li-Ion batteries, N2O or gaz bottles.
- Waste Stream analysis 
- Wasoria Pilot, your platform for improving performances in your waste facility",https://vivatechnology.com/partners/wasoria
WASP s.r.l.,hall1 Booth D51-006,https://x.com/3Dwasp,"Food & Agriculture, Mobility & Smart Cities, Industry & Supply Chain","WASP designs and produces Made in Italy 3D printers for architecture, ceramics and plastics, focusing on sustainability and innovation. Its wide range of technologies enables printing from architectural scale to precision ceramics and custom tiles.",https://vivatechnology.com/partners/wasp-srl
Webyn,hall1 Booth G50-027,https://www.webyn.ai,"Artificial Intelligence, Retail & E-commerce",Webyn is the first AI-powered platform that automatically improves conversion on e-commerce websites by analyzing visitor behavior and generating personalized user experiences in real-time.,https://vivatechnology.com/partners/webyn
Wedrive,hall1 Booth D44-019,https://global.wedrive.kr,"Mobility & Smart Cities, Consulting & B2B services, Climate Tech","Wedrive is a leading provider of innovative mobility solutions, dedicated to transforming the way people and businesses move. With a focus on efficiency, sustainability and convenience.",https://vivatechnology.com/partners/wedrive
weenlo,hall1 Booth D11-086,https://weenlo.com/,"Industry & Supply Chain, Consulting & B2B services, Retail & E-commerce","Weenlo is a digital platform to modelize, optimize and decarbonize your logistic & transportation networks",https://vivatechnology.com/partners/weenlo
Westwell,hall1 Booth F48-020,https://en.westwell-lab.com/,"Artificial Intelligence, Industry & Supply Chain, Mobility & Smart Cities","Westwell is a global AI logistics solutions provider specializing in autonomous vehicles and intelligent automation for ports, airports and industrial zones.",https://vivatechnology.com/partners/westwell
Wonderpack,hall1 Booth K40-008,https://Wonderpack.ai,"Luxury, Fashion & Cosmetics, Entertainment, Media & Creators Economy, Retail & E-commerce","Wonderpack AI: Your Truly Personal AI Try-on.
Billions of shoppers are tired of fitting rooms & online returns! With Wonderpack, you can stop guessing & see how any item looks on your unique face, body, & skin tone. Find & buy the looks you love, fast!",https://vivatechnology.com/partners/wonderpack
Woorikidsplus,hall1 Booth D44-003,https://www.woorikidsplus.com,"Climate Tech, Luxury, Fashion & Cosmetics",.,https://vivatechnology.com/partners/woorikidsplus
WordLift,hall1 Booth C15-047,https://wordlift.io,"Retail & E-commerce, Luxury, Fashion & Cosmetics, Healthcare & Wellness","WordLift’s AI Discovery Suite enhances visibility, engagement, and conversions by integrating semantic data, AI agents, and a human-led approach, transforming how brands connect with users across all digital touchpoints.",https://vivatechnology.com/partners/wordlift
Yiri by AGL,hall1 Booth M30,https://www.aglgroup.com/innovation/,"Artificial Intelligence, Industry & Supply Chain, Retail & E-commerce, Food & Agriculture, Fintech, Banking & Crypto, Growth & Investment, Consulting & B2B services, Insurance & Legal, Climate Tech","As a major player in logistics, AGL is committed to staying at the forefront of technological innovation. It is in this spirit that we have created Yiri, our Innovation Center located in Abidjan. This center aims to stimulate innovation among AGL employees, clients, and universities, while supporting the development of start-ups in Africa. Yiri by AGL has launched the open innovation program ""Accelerate"" dedicated to startups developing technological solutions in the transport and logistics sectors. This program aims to accelerate the growth of startups through expert coaching, training, and events within the Yiri innovation hub.",https://vivatechnology.com/partners/yiri-by-agl
YOCUDA,hall1 Booth D33-017,https://yocuda.com/fr/,"Fintech, Banking & Crypto, Marketing & Advertising, Retail & E-commerce","YOCUDA offers the most advanced ‘Digital Receipt’. Indeed, the content of the receipt is HTML dynamic, allowing to display different content for each customer depending on their purchases, profiles and locations.
It's a new OMNICHANNEL RETAIL MEDIA",https://vivatechnology.com/partners/yocuda
zebrafant.ai,hall1 Booth D11-056,https://zebrafant.ai,"Artificial Intelligence, Climate Tech, Mobility & Smart Cities",We help waste management companies to collect waste efficiently. We are specialized in bring-point systems.,https://vivatechnology.com/partners/zebrafantai
